time,latitude,longitude,depth,mag,place
2022-07-25T00:22:09.402Z,27.8961,85.5825,10.0,4.3,"20 km NNE of Nagarkot, Nepal"
2022-07-24T07:06:54.744Z,30.7594,78.396,20.888,4.0,"5 km NW of Uttark?shi, India"
2022-07-19T21:38:16.700Z,23.559,94.5663,110.324,4.3,"18 km ESE of Mawlaik, Myanmar"
2022-07-19T01:09:59.630Z,32.9587,69.5038,10.0,4.1,"53 km W of Miran Shah, Pakistan"
2022-07-18T19:23:14.084Z,33.0329,69.4451,10.0,4.3,"55 km SW of Kh?st, Afghanistan"
2022-07-18T12:22:44.372Z,33.0608,69.4864,10.0,5.2,"50 km SW of Kh?st, Afghanistan"
2022-07-16T18:12:48.028Z,24.1883,94.4481,76.459,4.5,"58 km SE of Kakching, India"
2022-07-16T11:35:02.161Z,34.4397,69.4929,48.584,4.3,"31 km ESE of Kabul, Afghanistan"
2022-07-16T11:27:35.315Z,34.5144,69.6798,35.746,4.7,"37 km S of Tag?b, Afghanistan"
2022-07-16T10:01:31.028Z,21.5808,95.9779,12.791,4.3,"16 km W of Kyaukse, Myanmar"
2022-07-15T23:48:49.478Z,23.0067,95.3111,10.197,4.4,"62 km NW of Shwebo, Myanmar"
2022-07-15T22:22:12.994Z,29.0575,69.5091,10.0,4.6,"34 km E of Dera Bugti, Pakistan"
2022-07-14T01:36:40.836Z,10.3022,94.1785,10.0,4.4,"217 km SE of Port Blair, India"
2022-07-13T07:48:10.883Z,7.0288,85.9923,10.0,4.8,Bay of Bengal
2022-07-11T02:40:01.281Z,23.3845,82.4802,10.0,4.6,"15 km NNW of Baikunthpur, India"
2022-07-10T14:04:39.640Z,29.6405,80.8736,10.0,4.2,"37 km SE of D?rchul?, Nepal"
2022-07-09T00:52:02.519Z,16.9254,75.7188,10.0,4.5,"Karnataka, India"
2022-07-08T21:34:33.544Z,10.3187,94.1649,10.0,4.5,"215 km SE of Port Blair, India"
2022-07-08T21:23:56.176Z,9.921,94.2657,10.0,4.1,"Nicobar Islands, India region"
2022-07-08T21:04:40.152Z,10.4818,94.1885,10.0,5.2,"Andaman Islands, India region"
2022-07-08T19:36:45.401Z,10.3507,94.0642,10.0,4.2,"204 km SE of Port Blair, India"
2022-07-08T19:16:14.912Z,10.4109,94.2296,10.0,4.8,
2022-07-08T19:15:46.921Z,10.3602,94.1827,10.0,4.5,
2022-07-08T04:30:25.912Z,27.8815,94.1134,10.0,4.3,"41 km NE of Ziro, India"
2022-07-07T21:01:15.773Z,18.6394,96.782,10.0,4.6,"40 km ENE of Pyu, Myanmar"
2022-07-07T05:09:20.056Z,35.6261,69.7582,88.86,4.3,"41 km NNE of B?z?rak, Afghanistan"
2022-07-07T01:02:12.039Z,10.4157,94.0481,10.0,4.3,"198 km SE of Port Blair, India"
2022-07-06T19:51:51.066Z,10.3391,94.2494,10.0,4.6,"220 km SE of Port Blair, India"
2022-07-06T18:31:23.829Z,10.4174,94.1129,10.0,4.5,
2022-07-06T17:52:00.412Z,10.4009,94.3816,10.0,4.5,"226 km SE of Port Blair, India"
2022-07-06T15:16:27.036Z,10.3877,94.0749,10.0,4.5,"202 km SE of Port Blair, India"
2022-07-06T08:01:06.482Z,10.368,94.2181,10.0,4.9,"215 km SE of Port Blair, India"
2022-07-06T00:32:44.303Z,10.3261,94.1081,10.0,4.0,"Andaman Islands, India region"
2022-07-06T00:26:14.626Z,10.4628,94.1034,10.0,4.9,"199 km SE of Port Blair, India"
2022-07-05T16:29:50.146Z,18.4692,94.7462,49.73,4.1,"63 km SW of Pyay, Myanmar"
2022-07-05T14:50:19.975Z,10.553,94.1619,10.0,4.9,"197 km SE of Port Blair, India"
2022-07-05T13:16:44.407Z,10.3995,94.1516,10.0,4.2,"207 km SE of Port Blair, India"
2022-07-05T11:12:51.217Z,10.3821,94.2379,10.0,4.0,"Andaman Islands, India region"
2022-07-05T10:24:13.165Z,10.4254,94.1424,10.0,4.2,"205 km SE of Port Blair, India"
2022-07-05T09:55:18.493Z,4.8648,94.9848,63.904,4.4,"84 km SSW of Banda Aceh, Indonesia"
2022-07-05T09:44:02.616Z,10.2992,94.3324,10.0,4.7,"230 km SE of Port Blair, India"
2022-07-05T08:19:07.720Z,10.3821,94.0983,10.0,4.3,"204 km SE of Port Blair, India"
2022-07-05T07:48:33.145Z,10.2608,94.1562,10.0,4.8,"218 km SE of Port Blair, India"
2022-07-05T06:46:45.203Z,10.3286,94.1991,10.0,4.3,"217 km SE of Port Blair, India"
2022-07-05T06:06:13.690Z,10.2666,94.2833,10.0,5.0,"228 km SE of Port Blair, India"
2022-07-05T03:21:57.190Z,10.4449,93.87,10.0,4.3,"182 km SE of Port Blair, India"
2022-07-05T02:34:57.675Z,10.3288,94.0598,10.0,4.9,"206 km SE of Port Blair, India"
2022-07-05T01:10:46.372Z,10.2316,94.0501,10.0,4.2,"213 km SE of Port Blair, India"
2022-07-05T00:26:56.477Z,10.3277,94.2534,10.0,5.4,"Andaman Islands, India region"
2022-07-05T00:10:04.562Z,10.2778,93.8421,10.0,4.5,"194 km SE of Port Blair, India"
2022-07-04T23:38:46.553Z,10.4198,94.0743,10.0,4.5,"200 km SE of Port Blair, India"
2022-07-04T23:15:13.225Z,10.2329,94.2382,10.0,4.6,"227 km SE of Port Blair, India"
2022-07-04T21:59:01.988Z,10.4627,94.1965,10.0,4.2,"206 km SE of Port Blair, India"
2022-07-04T21:24:41.456Z,10.3032,94.1408,10.0,4.9,"214 km SE of Port Blair, India"
2022-07-04T21:18:26.125Z,10.4048,94.2584,10.0,4.4,"216 km SE of Port Blair, India"
2022-07-04T21:03:56.176Z,10.3526,94.2481,10.0,4.9,"219 km SE of Port Blair, India"
2022-07-04T20:43:48.593Z,10.4204,94.2649,10.0,4.9,"Andaman Islands, India region"
2022-07-04T20:18:13.150Z,10.5545,94.1795,10.0,4.9,"Andaman Islands, India region"
2022-07-04T20:02:48.649Z,10.2384,94.0024,10.0,4.5,"Andaman Islands, India region"
2022-07-04T20:00:39.497Z,10.4646,94.4605,10.0,4.6,"229 km SE of Port Blair, India"
2022-07-04T19:36:57.000Z,10.2638,93.9224,10.0,5.0,"201 km SE of Port Blair, India"
2022-07-04T19:16:36.014Z,10.3725,93.6866,10.0,4.6,"176 km SE of Port Blair, India"
2022-07-04T18:33:26.316Z,10.1636,94.1024,10.0,4.2,"222 km SE of Port Blair, India"
2022-07-04T18:07:44.228Z,10.4137,94.2287,10.0,4.7,"213 km SE of Port Blair, India"
2022-07-04T18:04:26.023Z,10.2429,94.1027,10.0,4.8,"Andaman Islands, India region"
2022-07-04T18:03:50.250Z,10.4139,94.2442,10.0,4.1,"214 km SE of Port Blair, India"
2022-07-04T17:31:21.363Z,10.4304,94.2504,10.0,4.9,"213 km SE of Port Blair, India"
2022-07-04T15:13:07.749Z,10.3736,94.244,10.0,4.2,"217 km SE of Port Blair, India"
2022-07-04T15:03:43.220Z,10.3123,94.1286,10.0,4.4,"212 km SE of Port Blair, India"
2022-07-04T14:19:39.150Z,9.9627,94.1363,10.0,4.5,"242 km SE of Port Blair, India"
2022-07-04T14:16:07.734Z,10.3479,94.0109,10.0,4.5,"Andaman Islands, India region"
2022-07-04T13:48:36.387Z,10.3415,94.1421,10.0,4.2,"Andaman Islands, India region"
2022-07-04T12:56:53.028Z,10.4368,94.1791,10.0,4.3,"207 km SE of Port Blair, India"
2022-07-04T12:51:33.584Z,10.2341,94.2256,10.0,4.5,"226 km SE of Port Blair, India"
2022-07-04T12:20:35.476Z,10.1412,94.2325,10.0,4.6,"234 km SE of Port Blair, India"
2022-07-04T11:48:11.309Z,10.3944,94.2851,10.0,5.0,"219 km SE of Port Blair, India"
2022-07-04T11:15:37.887Z,10.4407,94.2815,10.0,4.1,"215 km SE of Port Blair, India"
2022-07-04T10:09:05.632Z,10.4709,94.1822,10.0,4.5,"Andaman Islands, India region"
2022-07-04T09:55:18.979Z,10.3591,94.1964,10.0,5.0,"Andaman Islands, India region"
2022-07-04T09:46:49.717Z,10.4254,94.2342,10.0,4.5,"212 km SE of Port Blair, India"
2022-07-04T09:32:33.341Z,10.3642,94.1744,10.0,4.7,"212 km SE of Port Blair, India"
2022-07-04T09:11:06.457Z,10.2576,93.8591,10.0,4.3,"197 km SE of Port Blair, India"
2022-07-04T09:07:03.697Z,10.3072,94.1437,10.0,5.0,"214 km SE of Port Blair, India"
2022-07-04T08:54:19.874Z,10.5491,93.9883,10.0,4.2,"183 km SE of Port Blair, India"
2022-07-04T08:53:26.096Z,10.3254,94.0101,10.0,4.3,"202 km SE of Port Blair, India"
2022-07-04T08:46:51.549Z,10.1855,94.0655,10.0,4.3,"218 km SE of Port Blair, India"
2022-07-04T08:40:50.995Z,10.298,94.1393,10.0,4.1,"214 km SE of Port Blair, India"
2022-07-04T08:36:19.007Z,10.4305,94.1413,10.0,5.1,"204 km SE of Port Blair, India"
2022-07-04T08:31:12.958Z,10.3129,94.1035,10.0,4.5,"210 km SE of Port Blair, India"
2022-07-04T08:25:27.023Z,10.2936,94.2046,10.0,4.4,"220 km SE of Port Blair, India"
2022-07-04T08:02:38.928Z,10.3181,94.033,10.0,4.8,"204 km SE of Port Blair, India"
2022-07-04T08:01:24.837Z,10.3636,93.9764,10.0,4.2,"197 km SE of Port Blair, India"
2022-07-04T07:29:30.021Z,10.4776,94.1576,10.0,4.3,"202 km SE of Port Blair, India"
2022-07-04T07:21:12.801Z,10.4084,94.175,10.0,4.3,"209 km SE of Port Blair, India"
2022-07-04T06:17:45.344Z,10.5715,94.5486,10.0,4.2,"231 km ESE of Port Blair, India"
